asset,lon,lat,taxonomy,number,structural,contents,area
53053071505-C2L-MC,-122.42357,47.13238,C2L-MC,2.2,1208,604,8
53053071505-MH-MC,-122.42357,47.13238,MH-MC,211.9,11573,5792,215
53053071505-RM1L-MC,-122.42357,47.13238,RM1L-MC,19.0,5066,2534,37
53053071505-S3-MC,-122.42357,47.13238,S3-MC,0.7,392,196,3
53053071505-W1-MC,-122.42357,47.13238,W1-MC,821.6,182926,91474,1388
53053071506-W1-PC,-122.40542,47.12163,W1-PC,6.7,1728,864,12
53053071506-C2L-LC,-122.40542,47.12163,C2L-LC,0.7,370,185,2
53053071506-C3L-LC,-122.40542,47.12163,C3L-LC,0.5,226,113,2
53053071506-MH-LC,-122.40542,47.12163,MH-LC,22.9,1393,697,24
53053071506-RM1L-LC,-122.40542,47.12163,RM1L-LC,9.6,2693,1347,18
53053071506-W1-LC,-122.40542,47.12163,W1-LC,429.4,110150,55078,759
53053071506-C2L-MC,-122.40542,47.12163,C2L-MC,2.1,1074,537,7
53053071506-MH-MC,-122.40542,47.12163,MH-MC,66.6,4044,2023,70
53053071506-RM1L-MC,-122.40542,47.12163,RM1L-MC,27.9,7814,3908,53
53053071506-S3-MC,-122.40542,47.12163,S3-MC,0.6,303,151,2
53053071506-W1-MC,-122.40542,47.12163,W1-MC,1246.1,319650,159835,2201
53033009300-C2L-PC,-122.33094,47.57713,C2L-PC,3.1,6850,3426,35
53033009300-C3L-PC,-122.33094,47.57713,C3L-PC,1.0,2227,1114,13
53033009300-MH-PC,-122.33094,47.57713,MH-PC,0.5,1141,571,7
53033009300-RM1L-PC,-122.33094,47.57713,RM1L-PC,4.3,5503,2752,29
53033009300-S1L-PC,-122.33094,47.57713,S1L-PC,0.4,837,419,4
53033009300-S2L-PC,-122.33094,47.57713,S2L-PC,0.2,421,210,2
53033009300-S3-PC,-122.33094,47.57713,S3-PC,0.3,595,298,3
53033009300-S4L-PC,-122.33094,47.57713,S4L-PC,0.3,611,306,3
53033009300-W1-PC,-122.33094,47.57713,W1-PC,139.7,61397,30706,389
53033009300-C2L-MC,-122.33094,47.57713,C2L-MC,6.4,14098,7050,71
53033009300-MH-MC,-122.33094,47.57713,MH-MC,1.1,2349,1175,14
53033009300-RM1L-MC,-122.33094,47.57713,RM1L-MC,8.8,11326,5664,61
53033009300-S1L-MC,-122.33094,47.57713,S1L-MC,0.8,1723,862,8
53033009300-S2L-MC,-122.33094,47.57713,S2L-MC,0.4,866,433,4
53033009300-S3-MC,-122.33094,47.57713,S3-MC,0.6,1225,613,7
53033009300-S4L-MC,-122.33094,47.57713,S4L-MC,0.6,1258,629,6
53033009300-W1-MC,-122.33094,47.57713,W1-MC,287.5,126361,63195,801
53047970500-MH-PC,-119.72573,48.52771,MH-PC,49.6,2539,1277,49
53047970500-RM1L-PC,-119.72573,48.52771,RM1L-PC,1.9,423,212,3
53047970500-W1-PC,-119.72573,48.52771,W1-PC,90.4,16625,8319,140
53047970500-C2L-LC,-119.72573,48.52771,C2L-LC,1.3,835,418,5
53047970500-MH-LC,-119.72573,48.52771,MH-LC,427.5,21875,11000,426
53047970500-RM1L-LC,-119.72573,48.52771,RM1L-LC,16.3,3649,1826,28
53047970500-W1-LC,-119.72573,48.52771,W1-LC,778.6,143230,71675,1206
53033008100-C2L-PC,-122.33934,47.60587,C2L-PC,2.2,10841,5421,56
53033008100-C3L-PC,-122.33934,47.60587,C3L-PC,0.9,6350,3175,35
53033008100-MH-PC,-122.33934,47.60587,MH-PC,0.5,3626,1813,20
53033008100-RM1L-PC,-122.33934,47.60587,RM1L-PC,2.7,11921,5961,63
53033008100-S1L-PC,-122.33934,47.60587,S1L-PC,0.2,998,499,5
53033008100-S2L-PC,-122.33934,47.60587,S2L-PC,0.1,449,224,2
53033008100-S3-PC,-122.33934,47.60587,S3-PC,0.3,1802,901,10
53033008100-S4L-PC,-122.33934,47.60587,S4L-PC,0.3,1191,596,6
53033008100-W1-PC,-122.33934,47.60587,W1-PC,35.6,79195,39603,444
53033008100-C2L-MC,-122.33934,47.60587,C2L-MC,8.8,43582,21793,226
53033008100-MH-MC,-122.33934,47.60587,MH-MC,2.0,14578,7290,81
53033008100-RM1L-MC,-122.33934,47.60587,RM1L-MC,10.8,47925,23965,253
53033008100-S1L-MC,-122.33934,47.60587,S1L-MC,1.0,4011,2005,20
53033008100-S2L-MC,-122.33934,47.60587,S2L-MC,0.5,1804,902,9
53033008100-S3-MC,-122.33934,47.60587,S3-MC,1.1,7243,3622,40
53033008100-S4L-MC,-122.33934,47.60587,S4L-MC,1.2,4788,2394,23
53033008100-W1-MC,-122.33934,47.60587,W1-MC,143.3,318371,159206,1786
53033025701-C2L-PC,-122.19139,47.47160,C2L-PC,0.4,501,250,3
53033025701-C3L-PC,-122.19139,47.47160,C3L-PC,3.0,3789,1895,22
53033025701-MH-PC,-122.19139,47.47160,MH-PC,0.8,391,196,3
53033025701-RM1L-PC,-122.19139,47.47160,RM1L-PC,1.1,802,401,5
53033025701-W1-PC,-122.19139,47.47160,W1-PC,30.6,10881,5442,76
53033025701-C2L-MC,-122.19139,47.47160,C2L-MC,14.0,16784,8394,98
53033025701-MH-MC,-122.19139,47.47160,MH-MC,28.1,13115,6564,90
53033025701-RM1L-MC,-122.19139,47.47160,RM1L-MC,36.6,26895,13451,165
53033025701-S1L-MC,-122.19139,47.47160,S1L-MC,0.3,201,101,1
53033025701-S3-MC,-122.19139,47.47160,S3-MC,4.4,5415,2708,32
53033025701-S4L-MC,-122.19139,47.47160,S4L-MC,0.3,206,103,1
53033025701-W1-MC,-122.19139,47.47160,W1-MC,1024.9,364691,182386,2532
53033025702-C3L-PC,-122.16461,47.46383,C3L-PC,0.1,292,146,2
53033025702-RM1L-PC,-122.16461,47.46383,RM1L-PC,0.5,204,102,1
53033025702-W1-PC,-122.16461,47.46383,W1-PC,25.9,7978,3989,50
53033025702-C2L-MC,-122.16461,47.46383,C2L-MC,1.2,1792,896,10
53033025702-MH-MC,-122.16461,47.46383,MH-MC,8.3,1339,672,13
53033025702-RM1L-MC,-122.16461,47.46383,RM1L-MC,23.1,8685,4343,53
53033025702-S3-MC,-122.16461,47.46383,S3-MC,0.2,416,208,2
53033025702-W1-MC,-122.16461,47.46383,W1-MC,1099.9,339231,169627,2125
53033024200-RM1L-PC,-122.24053,47.63476,RM1L-PC,1.0,385,193,2
53033024200-W1-PC,-122.24053,47.63476,W1-PC,50.5,19776,9889,104
53033024200-MH-MC,-122.24053,47.63476,MH-MC,8.6,438,223,9
53033024200-RM1L-MC,-122.24053,47.63476,RM1L-MC,20.9,8175,4088,43
53033024200-W1-MC,-122.24053,47.63476,W1-MC,1071.6,419694,209863,2205
53029970100-MH-PC,-122.61746,48.39092,MH-PC,17.8,917,459,18
53029970100-RM1L-PC,-122.61746,48.39092,RM1L-PC,1.2,309,155,2
53029970100-W1-PC,-122.61746,48.39092,W1-PC,55.2,12753,6377,93
53029970100-C2L-LC,-122.61746,48.39092,C2L-LC,0.3,185,93,1
53029970100-MH-LC,-122.61746,48.39092,MH-LC,78.8,4070,2037,79
53029970100-RM1L-LC,-122.61746,48.39092,RM1L-LC,5.2,1371,685,10
53029970100-W1-LC,-122.61746,48.39092,W1-LC,244.7,56578,28292,412
53029970100-C2L-MC,-122.61746,48.39092,C2L-MC,0.6,435,218,2
53029970100-MH-MC,-122.61746,48.39092,MH-MC,185.2,9561,4786,185
53029970100-RM1L-MC,-122.61746,48.39092,RM1L-MC,12.2,3219,1610,22
53029970100-W1-MC,-122.61746,48.39092,W1-MC,574.8,132892,66452,968
53035090101-MH-PC,-122.57048,47.85865,MH-PC,9.4,478,239,9
53035090101-RM1L-PC,-122.57048,47.85865,RM1L-PC,1.9,457,229,3
53035090101-W1-PC,-122.57048,47.85865,W1-PC,94.0,21447,10724,157
53035090101-MH-LC,-122.57048,47.85865,MH-LC,44.5,2272,1138,44
53035090101-RM1L-LC,-122.57048,47.85865,RM1L-LC,9.1,2174,1087,16
53035090101-W1-LC,-122.57048,47.85865,W1-LC,447.0,102012,51010,746
53035090101-C2L-MC,-122.57048,47.85865,C2L-MC,0.6,402,201,2
53035090101-MH-MC,-122.57048,47.85865,MH-MC,185.8,9486,4752,185
53035090101-RM1L-MC,-122.57048,47.85865,RM1L-MC,38.1,9078,4539,65
53035090101-W1-MC,-122.57048,47.85865,W1-MC,1866.2,425922,212977,3114
53035090102-C2L-PC,-122.51118,47.82017,C2L-PC,0.3,234,117,2
53035090102-C3L-PC,-122.51118,47.82017,C3L-PC,0.7,669,334,5
53035090102-MH-PC,-122.51118,47.82017,MH-PC,23.7,1377,690,25
53035090102-RM1L-PC,-122.51118,47.82017,RM1L-PC,3.6,1074,537,8
53035090102-W1-PC,-122.51118,47.82017,W1-PC,174.3,42566,21285,308
53035090102-C2L-MC,-122.51118,47.82017,C2L-MC,2.8,2520,1260,17
53035090102-MH-MC,-122.51118,47.82017,MH-MC,255.5,14827,7429,265
53035090102-RM1L-MC,-122.51118,47.82017,RM1L-MC,38.7,11564,5783,83
53035090102-S3-MC,-122.51118,47.82017,S3-MC,0.9,824,412,6
53035090102-W1-MC,-122.51118,47.82017,W1-MC,1876.1,458212,229131,3311
53049950400-MH-PC,-123.67403,46.49792,MH-PC,37.9,1932,974,38
53049950400-RM1L-PC,-123.67403,46.49792,RM1L-PC,5.3,1180,590,9
53049950400-W1-PC,-123.67403,46.49792,W1-PC,282.3,57895,28958,452
53049950400-C2L-MC,-123.67403,46.49792,C2L-MC,0.9,721,360,4
53049950400-MH-MC,-123.67403,46.49792,MH-MC,190.2,9705,4893,189
53049950400-RM1L-MC,-123.67403,46.49792,RM1L-MC,26.6,5928,2965,45
53049950400-W1-MC,-123.67403,46.49792,W1-MC,1418.1,290872,145488,2272
53045960900-C2L-PC,-123.10828,47.20155,C2L-PC,0.3,220,110,1
53045960900-MH-PC,-123.10828,47.20155,MH-PC,14.2,876,443,15
53045960900-RM1L-PC,-123.10828,47.20155,RM1L-PC,4.2,858,429,7
53045960900-W1-PC,-123.10828,47.20155,W1-PC,225.3,37285,18650,338
53045960900-C2L-LC,-123.10828,47.20155,C2L-LC,0.8,584,292,4
53045960900-C3L-LC,-123.10828,47.20155,C3L-LC,0.5,385,193,3
53045960900-MH-LC,-123.10828,47.20155,MH-LC,37.9,2328,1178,40
53045960900-RM1L-LC,-123.10828,47.20155,RM1L-LC,11.1,2280,1141,19
53045960900-S3-LC,-123.10828,47.20155,S3-LC,0.3,195,97,1
53045960900-W1-LC,-123.10828,47.20155,W1-LC,598.8,99092,49566,900
53045960900-C2L-MC,-123.10828,47.20155,C2L-MC,0.9,672,336,5
53045960900-MH-MC,-123.10828,47.20155,MH-MC,43.6,2681,1357,46
53045960900-RM1L-MC,-123.10828,47.20155,RM1L-MC,12.8,2626,1314,22
53045960900-S3-MC,-123.10828,47.20155,S3-MC,0.3,224,112,2
53045960900-W1-MC,-123.10828,47.20155,W1-MC,689.5,114106,57076,1036
53041971400-MH-PC,-122.96332,46.61314,MH-PC,8.3,461,231,8
53041971400-RM1L-PC,-122.96332,46.61314,RM1L-PC,1.6,412,206,3
53041971400-W1-PC,-122.96332,46.61314,W1-PC,78.3,18301,9153,133
53041971400-MH-LC,-122.96332,46.61314,MH-LC,20.9,1159,582,21
53041971400-RM1L-LC,-122.96332,46.61314,RM1L-LC,4.0,1037,519,7
53041971400-W1-LC,-122.96332,46.61314,W1-LC,197.1,46056,23034,335
53041971400-C2L-MC,-122.96332,46.61314,C2L-MC,0.4,374,187,2
53041971400-MH-MC,-122.96332,46.61314,MH-MC,63.2,3497,1757,64
53041971400-RM1L-MC,-122.96332,46.61314,RM1L-MC,12.0,3130,1565,22
53041971400-W1-MC,-122.96332,46.61314,W1-MC,594.9,138982,69508,1012
53077000400-MH-PC,-120.59079,46.61004,MH-PC,5.2,318,160,5
53077000400-RM1L-PC,-120.59079,46.61004,RM1L-PC,1.7,502,251,3
53077000400-W1-PC,-120.59079,46.61004,W1-PC,72.3,19126,9565,130
53077000400-C2L-LC,-120.59079,46.61004,C2L-LC,9.7,3718,1861,27
53077000400-C3L-LC,-120.59079,46.61004,C3L-LC,2.4,851,426,7
53077000400-MH-LC,-120.59079,46.61004,MH-LC,186.5,11469,5750,197
53077000400-RM1L-LC,-120.59079,46.61004,RM1L-LC,62.6,18090,9049,125
53077000400-S3-LC,-120.59079,46.61004,S3-LC,3.1,1103,552,8
53077000400-W1-LC,-120.59079,46.61004,W1-LC,2604.4,689255,344696,4700
53073010900-MH-PC,-122.67947,48.69343,MH-PC,8.7,460,231,9
53073010900-RM1L-PC,-122.67947,48.69343,RM1L-PC,1.6,429,215,3
53073010900-W1-PC,-122.67947,48.69343,W1-PC,83.8,19439,9720,142
53073010900-MH-LC,-122.67947,48.69343,MH-LC,20.3,1074,538,20
53073010900-RM1L-LC,-122.67947,48.69343,RM1L-LC,3.8,1001,500,7
53073010900-W1-LC,-122.67947,48.69343,W1-LC,195.5,45325,22665,330
53073010900-C2L-MC,-122.67947,48.69343,C2L-MC,0.2,327,163,2
53073010900-MH-MC,-122.67947,48.69343,MH-MC,57.1,3025,1517,57
53073010900-RM1L-MC,-122.67947,48.69343,RM1L-MC,10.7,2819,1410,20
53073010900-W1-MC,-122.67947,48.69343,W1-MC,550.7,127700,63857,930
53061050600-RM1L-PC,-122.38810,47.78811,RM1L-PC,0.7,267,134,1
53061050600-W1-PC,-122.38810,47.78811,W1-PC,33.9,13276,6638,70
53061050600-C2L-MC,-122.38810,47.78811,C2L-MC,0.3,219,110,1
53061050600-RM1L-MC,-122.38810,47.78811,RM1L-MC,8.0,3200,1600,17
53061050600-W1-MC,-122.38810,47.78811,W1-MC,406.0,159136,79573,836
53063000300-C2L-PC,-117.38701,47.70784,C2L-PC,4.6,1282,643,12
53063000300-C3L-PC,-117.38701,47.70784,C3L-PC,1.7,443,222,4
53063000300-MH-PC,-117.38701,47.70784,MH-PC,2.8,718,361,7
53063000300-RM1L-PC,-117.38701,47.70784,RM1L-PC,31.4,5729,2868,52
53063000300-S3-PC,-117.38701,47.70784,S3-PC,1.5,376,189,4
53063000300-W1-PC,-117.38701,47.70784,W1-PC,1538.6,251956,126051,2326
53063000300-C2L-LC,-117.38701,47.70784,C2L-LC,1.2,327,164,3
53063000300-C3L-LC,-117.38701,47.70784,C3L-LC,0.4,113,57,1
53063000300-MH-LC,-117.38701,47.70784,MH-LC,0.7,183,92,2
53063000300-RM1L-LC,-117.38701,47.70784,RM1L-LC,8.0,1459,731,13
53063000300-W1-LC,-117.38701,47.70784,W1-LC,391.9,64174,32106,593
53033001200-C2L-PC,-122.32282,47.70712,C2L-PC,0.6,1400,700,8
53033001200-C3L-PC,-122.32282,47.70712,C3L-PC,2.3,5834,2917,34
53033001200-MH-PC,-122.32282,47.70712,MH-PC,0.4,903,452,5
53033001200-RM1L-PC,-122.32282,47.70712,RM1L-PC,1.6,2079,1039,12
53033001200-S3-PC,-122.32282,47.70712,S3-PC,0.2,425,213,2
53033001200-W1-PC,-122.32282,47.70712,W1-PC,48.0,24179,12091,157
53033001200-C2L-MC,-122.32282,47.70712,C2L-MC,10.0,25035,12519,142
53033001200-MH-MC,-122.32282,47.70712,MH-MC,6.4,16150,8076,93
53033001200-RM1L-MC,-122.32282,47.70712,RM1L-MC,28.1,37180,18592,217
53033001200-S1L-MC,-122.32282,47.70712,S1L-MC,0.2,541,270,3
53033001200-S3-MC,-122.32282,47.70712,S3-MC,3.0,7602,3801,44
53033001200-S4L-MC,-122.32282,47.70712,S4L-MC,0.3,621,310,3
53033001200-W1-MC,-122.32282,47.70712,W1-MC,858.3,432484,216272,2814
53053071601-C2L-PC,-122.41004,47.17976,C2L-PC,0.5,366,183,2
53053071601-C3L-PC,-122.41004,47.17976,C3L-PC,0.4,292,146,2
53053071601-MH-PC,-122.41004,47.17976,MH-PC,15.1,1003,502,16
53053071601-RM1L-PC,-122.41004,47.17976,RM1L-PC,1.5,694,347,5
53053071601-W1-PC,-122.41004,47.17976,W1-PC,51.8,13762,6882,103
53053071601-C2L-LC,-122.41004,47.17976,C2L-LC,1.7,1335,668,9
53053071601-C3L-LC,-122.41004,47.17976,C3L-LC,1.4,1064,532,7
53053071601-MH-LC,-122.41004,47.17976,MH-LC,55.1,3659,1831,60
53053071601-RM1L-LC,-122.41004,47.17976,RM1L-LC,5.6,2534,1267,18
53053071601-S3-LC,-122.41004,47.17976,S3-LC,0.5,387,194,3
53053071601-W1-LC,-122.41004,47.17976,W1-LC,189.1,50218,25114,377
53053071601-C2L-MC,-122.41004,47.17976,C2L-MC,6.2,4711,2356,31
53053071601-MH-MC,-122.41004,47.17976,MH-MC,194.3,12913,6461,211
53053071601-RM1L-MC,-122.41004,47.17976,RM1L-MC,19.8,8942,4472,62
53053071601-S3-MC,-122.41004,47.17976,S3-MC,1.8,1366,683,10
53053071601-W1-MC,-122.41004,47.17976,W1-MC,667.4,177212,88624,1332
53053071602-C2L-PC,-122.41830,47.15994,C2L-PC,0.6,647,323,4
53053071602-C3L-PC,-122.41830,47.15994,C3L-PC,0.7,722,361,5
53053071602-MH-PC,-122.41830,47.15994,MH-PC,10.8,1031,516,13
53053071602-RM1L-PC,-122.41830,47.15994,RM1L-PC,2.5,1183,592,8
53053071602-S3-PC,-122.41830,47.15994,S3-PC,0.2,212,106,1
53053071602-W1-PC,-122.41830,47.15994,W1-PC,91.6,21450,10727,174
53053071602-C2L-LC,-122.41830,47.15994,C2L-LC,1.5,1531,766,10
53053071602-C3L-LC,-122.41830,47.15994,C3L-LC,1.6,1709,855,11
53053071602-MH-LC,-122.41830,47.15994,MH-LC,25.6,2443,1223,32
53053071602-RM1L-LC,-122.41830,47.15994,RM1L-LC,6.0,2803,1402,19
53053071602-S3-LC,-122.41830,47.15994,S3-LC,0.5,502,251,3
53053071602-W1-LC,-122.41830,47.15994,W1-LC,216.9,50804,25407,412
53053071602-C2L-MC,-122.41830,47.15994,C2L-MC,8.9,9176,4589,57
53053071602-MH-MC,-122.41830,47.15994,MH-MC,153.4,14638,7328,191
53053071602-RM1L-MC,-122.41830,47.15994,RM1L-MC,35.8,16795,8400,116
53053071602-S3-MC,-122.41830,47.15994,S3-MC,2.9,3008,1504,19
53053071602-W1-MC,-122.41830,47.15994,W1-MC,1299.7,304446,152251,2470
53033009400-C2L-PC,-122.30987,47.58819,C2L-PC,4.4,3352,1676,21
53033009400-C3L-PC,-122.30987,47.58819,C3L-PC,4.9,3036,1519,21
53033009400-MH-PC,-122.30987,47.58819,MH-PC,23.1,2871,1439,33
53033009400-RM1L-PC,-122.30987,47.58819,RM1L-PC,11.3,4875,2439,33
53033009400-S3-PC,-122.30987,47.58819,S3-PC,1.3,829,415,6
53033009400-W1-PC,-122.30987,47.58819,W1-PC,411.9,105562,52795,791
53033009400-C2L-MC,-122.30987,47.58819,C2L-MC,10.6,8010,4006,51
53033009400-MH-MC,-122.30987,47.58819,MH-MC,55.1,6861,3438,78
53033009400-RM1L-MC,-122.30987,47.58819,RM1L-MC,27.1,11651,5828,80
53033009400-S1L-MC,-122.30987,47.58819,S1L-MC,0.1,308,154,1
53033009400-S3-MC,-122.30987,47.58819,S3-MC,3.2,1982,991,14
53033009400-S4L-MC,-122.30987,47.58819,S4L-MC,0.1,305,153,1
53033009400-W1-MC,-122.30987,47.58819,W1-MC,984.4,252274,126172,1891
53033025803-C2L-MC,-122.17846,47.45039,C2L-MC,5.3,7606,3804,44
53033025803-MH-MC,-122.17846,47.45039,MH-MC,90.2,9422,4722,115
53033025803-RM1L-MC,-122.17846,47.45039,RM1L-MC,24.9,14474,7239,90
53033025803-S3-MC,-122.17846,47.45039,S3-MC,1.5,2384,1192,14
53033025803-W1-MC,-122.17846,47.45039,W1-MC,934.8,278979,139511,1946
53033025804-C2L-MC,-122.16917,47.45476,C2L-MC,1.1,837,419,5
53033025804-MH-MC,-122.16917,47.45476,MH-MC,0.2,149,74,1
53033025804-RM1L-MC,-122.16917,47.45476,RM1L-MC,27.0,6804,3403,48
53033025804-W1-MC,-122.16917,47.45476,W1-MC,1272.7,292498,146266,2139
53033025805-C2L-MC,-122.19392,47.45440,C2L-MC,4.4,6895,3449,39
53033025805-MH-MC,-122.19392,47.45440,MH-MC,43.5,6633,3322,67
53033025805-RM1L-MC,-122.19392,47.45440,RM1L-MC,29.9,15712,7857,96
53033025805-S3-MC,-122.19392,47.45440,S3-MC,1.2,2045,1023,12
53033025805-W1-MC,-122.19392,47.45440,W1-MC,1255.4,392898,196466,2581
53033025806-C2L-PC,-122.21074,47.45500,C2L-PC,0.3,570,285,3
53033025806-C3L-PC,-122.21074,47.45500,C3L-PC,0.6,1086,543,6
53033025806-MH-PC,-122.21074,47.45500,MH-PC,1.2,309,155,3
53033025806-RM1L-PC,-122.21074,47.45500,RM1L-PC,2.3,1544,772,9
53033025806-W1-PC,-122.21074,47.45500,W1-PC,95.8,29610,14807,196
53033025806-C2L-MC,-122.21074,47.45500,C2L-MC,3.9,7123,3563,39
53033025806-MH-MC,-122.21074,47.45500,MH-MC,14.6,3866,1938,32
53033025806-RM1L-MC,-122.21074,47.45500,RM1L-MC,28.8,19301,9653,111
53033025806-S3-MC,-122.21074,47.45500,S3-MC,0.7,1417,709,8
53033025806-S4L-MC,-122.21074,47.45500,S4L-MC,0.3,226,113,1
53033025806-W1-MC,-122.21074,47.45500,W1-MC,1197.6,370126,185087,2447
53003960600-C2L-PC,-117.06312,46.39497,C2L-PC,2.1,910,455,7
53003960600-C3L-PC,-117.06312,46.39497,C3L-PC,0.5,180,90,2
53003960600-MH-PC,-117.06312,46.39497,MH-PC,77.4,4330,2174,80
53003960600-RM1L-PC,-117.06312,46.39497,RM1L-PC,13.3,3333,1667,26
53003960600-S3-PC,-117.06312,46.39497,S3-PC,0.6,206,103,2
53003960600-W1-PC,-117.06312,46.39497,W1-PC,586.6,121870,60949,968
53003960600-C2L-LC,-117.06312,46.39497,C2L-LC,1.9,838,419,6
53003960600-C3L-LC,-117.06312,46.39497,C3L-LC,0.5,166,83,1
53003960600-MH-LC,-117.06312,46.39497,MH-LC,71.4,3989,2003,73
53003960600-RM1L-LC,-117.06312,46.39497,RM1L-LC,12.3,3070,1536,24
53003960600-S3-LC,-117.06312,46.39497,S3-LC,0.6,190,95,2
53003960600-W1-LC,-117.06312,46.39497,W1-LC,540.4,112280,56153,891
53035090201-MH-PC,-122.67204,47.78266,MH-PC,3.7,193,97,4
53035090201-RM1L-PC,-122.67204,47.78266,RM1L-PC,1.0,266,133,2
53035090201-W1-PC,-122.67204,47.78266,W1-PC,46.1,12436,6218,83
53035090201-C2L-MC,-122.67204,47.78266,C2L-MC,0.6,413,207,2
53035090201-MH-MC,-122.67204,47.78266,MH-MC,123.4,6463,3242,124
53035090201-RM1L-MC,-122.67204,47.78266,RM1L-MC,31.8,8896,4449,58
53035090201-W1-MC,-122.67204,47.78266,W1-MC,1543.1,416383,208210,2765
53035090202-MH-PC,-122.61181,47.80170,MH-PC,17.1,884,444,17
53035090202-RM1L-PC,-122.61181,47.80170,RM1L-PC,2.9,931,465,6
53035090202-W1-PC,-122.61181,47.80170,W1-PC,139.4,41348,20676,261
53035090202-C2L-LC,-122.61181,47.80170,C2L-LC,0.4,239,119,1
53035090202-MH-LC,-122.61181,47.80170,MH-LC,35.5,1837,921,35
53035090202-RM1L-LC,-122.61181,47.80170,RM1L-LC,6.1,1933,967,12
53035090202-W1-LC,-122.61181,47.80170,W1-LC,289.5,85877,42942,542
53035090202-C2L-MC,-122.61181,47.80170,C2L-MC,1.8,1120,560,7
53035090202-MH-MC,-122.61181,47.80170,MH-MC,166.3,8618,4322,166
53035090202-RM1L-MC,-122.61181,47.80170,RM1L-MC,28.4,9067,4534,57
53035090202-S3-MC,-122.61181,47.80170,S3-MC,0.3,141,71,1
53035090202-W1-MC,-122.61181,47.80170,W1-MC,1358.3,402878,201456,2542
53053940001-C2L-PC,-122.44360,47.30540,C2L-PC,0.4,149,75,1
53053940001-MH-PC,-122.44360,47.30540,MH-PC,0.7,104,52,1
53053940001-RM1L-PC,-122.44360,47.30540,RM1L-PC,3.3,1033,517,7
53053940001-W1-PC,-122.44360,47.30540,W1-PC,172.9,51444,25723,326
53053940001-C2L-LC,-122.44360,47.30540,C2L-LC,0.9,347,174,2
53053940001-C3L-LC,-122.44360,47.30540,C3L-LC,0.5,168,84,1
53053940001-MH-LC,-122.44360,47.30540,MH-LC,1.6,242,121,3
53053940001-RM1L-LC,-122.44360,47.30540,RM1L-LC,7.8,2405,1203,16
53053940001-W1-LC,-122.44360,47.30540,W1-LC,402.5,119767,59887,759
53053940001-C2L-MC,-122.44360,47.30540,C2L-MC,1.1,435,218,3
53053940001-MH-MC,-122.44360,47.30540,MH-MC,2.1,303,152,3
53053940001-RM1L-MC,-122.44360,47.30540,RM1L-MC,9.7,3012,1506,19
53053940001-W1-MC,-122.44360,47.30540,W1-MC,504.1,149991,75000,951
53053940002-C2L-PC,-122.36426,47.24904,C2L-PC,0.5,617,309,3
53053940002-MH-PC,-122.36426,47.24904,MH-PC,4.8,392,197,6
53053940002-RM1L-PC,-122.36426,47.24904,RM1L-PC,2.0,1074,537,6
53053940002-W1-PC,-122.36426,47.24904,W1-PC,75.0,21014,10508,144
53053940002-C2L-LC,-122.36426,47.24904,C2L-LC,2.2,2661,1331,14
53053940002-C3L-LC,-122.36426,47.24904,C3L-LC,0.6,622,311,4
53053940002-MH-LC,-122.36426,47.24904,MH-LC,20.9,1691,848,24
53053940002-RM1L-LC,-122.36426,47.24904,RM1L-LC,8.6,4631,2316,28
53053940002-S1L-LC,-122.36426,47.24904,S1L-LC,0.2,308,154,2
53053940002-S3-LC,-122.36426,47.24904,S3-LC,0.4,442,221,3
53053940002-S4L-LC,-122.36426,47.24904,S4L-LC,0.3,351,176,2
53053940002-W1-LC,-122.36426,47.24904,W1-LC,323.4,90642,45326,620
53053940002-C2L-MC,-122.36426,47.24904,C2L-MC,4.9,5940,2971,32
53053940002-MH-MC,-122.36426,47.24904,MH-MC,46.6,3773,1892,54
53053940002-RM1L-MC,-122.36426,47.24904,RM1L-MC,19.2,10336,5169,62
53053940002-S1L-MC,-122.36426,47.24904,S1L-MC,0.5,687,343,3
53053940002-S3-MC,-122.36426,47.24904,S3-MC,0.9,987,494,6
53053940002-S4L-MC,-122.36426,47.24904,S4L-MC,0.6,783,392,4
53053940002-W1-MC,-122.36426,47.24904,W1-MC,721.8,202297,101161,1384
53053940003-C2L-PC,-122.34508,47.22873,C2L-PC,0.2,201,101,1
53053940003-C3L-PC,-122.34508,47.22873,C3L-PC,0.3,313,157,2
53053940003-MH-PC,-122.34508,47.22873,MH-PC,0.2,163,82,1
53053940003-RM1L-PC,-122.34508,47.22873,RM1L-PC,0.8,439,220,3
53053940003-W1-PC,-122.34508,47.22873,W1-PC,27.7,9417,4709,61
53053940003-C2L-LC,-122.34508,47.22873,C2L-LC,1.1,1091,545,7
53053940003-C3L-LC,-122.34508,47.22873,C3L-LC,1.6,1698,849,11
53053940003-MH-LC,-122.34508,47.22873,MH-LC,0.9,884,442,6
53053940003-RM1L-LC,-122.34508,47.22873,RM1L-LC,4.3,2378,1189,15
53053940003-S3-LC,-122.34508,47.22873,S3-LC,0.3,362,181,2
53053940003-W1-LC,-122.34508,47.22873,W1-LC,150.1,51007,25505,332
53053940003-C2L-MC,-122.34508,47.22873,C2L-MC,9.6,9906,4954,63
53053940003-MH-MC,-122.34508,47.22873,MH-MC,7.8,8027,4014,51
53053940003-RM1L-MC,-122.34508,47.22873,RM1L-MC,39.4,21598,10800,139
53053940003-S3-MC,-122.34508,47.22873,S3-MC,3.2,3284,1642,21
53053940003-W1-MC,-122.34508,47.22873,W1-MC,1363.4,463244,231640,3016
